product_name,product_category,product_price,product_description,product_rating,product_stock,product_brand,product_color,product_size,product_discount
Chocolate Raspberry Tart,Food - Bakery,888.38,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,1,13,Adidas,red,XL,42.55
Silicone Stretch Lids,Kitchen,622.16,ac tellus semper interdum mauris ullamcorper purus sit amet nulla,4,544,Puma,red,S,31.89
Samsung Galaxy Smartwatch,Wearable Tech,622.93,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,1,461,Nike,blue,S,0.74
Honey Roasted Almonds,Food - Snacks,573.56,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,4,793,Puma,blue,XL,3.62
Chickpea Pancakes,Food - Frozen,58.62,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,1,929,Puma,blue,M,39.6
Heart-Shaped Baking Molds,Kitchen,655.43,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,4,999,Puma,blue,M,36.73
Wooden Puzzle Game,Toys,991.56,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,4,888,Adidas,blue,XL,8.89
Balsamic Salad Dressing,Food - Deli,957.42,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id,3,621,Puma,black,S,46.63
Zucchini Noodles,Food - Vegetables,560.55,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,1,389,Puma,green,XL,12.8
Adjustable Standing Desk,Office,784.09,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at,5,718,Nike,red,XL,37.52
Travel Pillow with Memory Foam,Travel,911.75,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst,2,451,Nike,red,L,6.46
Portable USB-C Monitor,Electronics,245.41,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam,5,619,Nike,green,XL,44.18
Rustic Italian Bread,Food - Bakery,748.07,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id,5,897,Puma,red,M,16.61
Smartphone Car Mount with Wireless Charging,Automotive,981.92,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,2,566,Puma,black,S,38.96
Black Bean Spaghetti,Food - Pasta,980.91,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,2,487,Puma,green,L,22.05
Scented Soy Candles,Home,58.27,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,1,533,Puma,black,M,31.72
Plant Watering Spikes,Garden,597.37,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,5,914,Adidas,blue,S,46.16
Coffee Maker,Kitchen,852.39,aliquam quis turpis eget elit sodales scelerisque mauris sit amet,5,946,Nike,black,XL,27.16
Leather Biker Jacket,Clothing - Outerwear,984.89,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,3,468,Adidas,green,XL,19.45
Beard Grooming Kit,Grooming,16.95,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,1,361,Puma,black,M,17.53
Sushi Rice,Food - Grains,667.51,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,2,15,Puma,blue,XL,10.15
Black Olives,Food - Canned Goods,224.01,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada,1,962,Adidas,black,XL,26.3
Honey Mustard Dip,Food - Condiments,420.77,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,3,23,Puma,black,L,49.86
Decorative Throw Blanket,Home,523.7,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,4,866,Nike,black,S,47.05
Sweet Potato and Chickpea Bowl,Food - Frozen Food,183.26,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id,5,564,Nike,blue,L,49.74
Vegetable Pizza Rolls,Food - Frozen Foods,212.55,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,3,318,Puma,red,M,11.49
Kids' Crafting Station,Toys,13.99,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,4,859,Adidas,blue,L,40.13
Quality Chef Apron,Kitchen,751.64,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,5,870,Puma,blue,XL,17.04
Puff Pastry,Food - Bakery,592.07,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,3,499,Nike,blue,S,45.59
Sweet Potato Tots,Food - Frozen Foods,361.24,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit,4,257,Nike,red,S,2.16
Silicone Baking Molds,Kitchen,734.59,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,1,438,Adidas,black,L,49.78
Apple Cinnamon Oatmeal,Food - Breakfast,254.6,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,4,430,Nike,black,S,27.36
Sriracha Chili Sauce,Food - Condiments,914.73,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,2,37,Nike,blue,XL,35.44
Summer Tank Dress,Clothing - Dresses,477.63,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,3,546,Puma,red,XL,26.44
Bamboo Charcoal Air Purifier Bags,Home,186.19,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,5,873,Adidas,green,XL,24.89
Travel Sewing Kit,Travel,774.52,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,4,161,Adidas,blue,S,4.63
Falafel Mix,Food - Baking & Cooking,762.92,ut blandit non interdum in ante vestibulum ante ipsum primis,1,368,Puma,black,S,44.98
Golf Putting Green,Sports,393.62,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,4,222,Nike,blue,M,21.74
Portable Solar Generator,Outdoor,356.76,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus,5,736,Nike,black,L,44.02
Roasted Garlic Aioli,Food - Condiments,769.65,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,4,96,Puma,black,XL,35.59
Rustic Italian Breads,Food - Bakery,360.45,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis,5,753,Adidas,red,L,4.35
Silicone Baking Cups,Kitchen,270.09,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,5,7,Nike,green,L,31.82
Herb Seasoned Croutons,Food - Salad Toppings,946.17,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,1,169,Adidas,blue,M,12.86
Instant Read Meat Thermometer,Kitchen,654.88,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada,2,84,Nike,red,M,17.39
Matcha Green Tea Powder,Food - Beverages,785.9,consequat dui nec nisi volutpat eleifend donec ut dolor morbi,1,44,Nike,blue,XL,26.24
Beef Enchilada Casserole,Food - Prepared Meals,440.19,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim,1,957,Nike,blue,S,39.76
Self-Inflating Camping Mattress,Outdoor,261.42,felis donec semper sapien a libero nam dui proin leo odio porttitor,1,979,Nike,blue,L,25.02
Cranberry Orange Juice,Food - Beverages,789.41,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,4,658,Nike,red,S,45.29
Wireless Wi-Fi Extender,Electronics,474.17,cras in purus eu magna vulputate luctus cum sociis natoque penatibus,1,318,Nike,red,L,2.55
Mango Chia Pudding,Food - Snacks,902.82,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,4,843,Nike,red,S,17.76
Tomato Basil Pasta Sauce,Food - Sauces,427.86,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,3,84,Nike,green,S,28.16
Legging Pants,Clothing - Activewear,290.33,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus,2,709,Puma,black,L,49.68
Smart Water Bottle with Hydration Reminder,Fitness,262.43,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,5,628,Puma,blue,XL,11.23
Vegetable Pizza Rolls,Food - Frozen Foods,183.11,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,1,751,Adidas,black,S,21.41
Wooden Kitchen Utensil Set,Kitchen,352.97,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,5,694,Adidas,green,S,5.1
Ultraviolet Phone Sanitizer,Health,142.3,id consequat in consequat ut nulla sed accumsan felis ut,2,697,Nike,black,S,6.82
Teriyaki Tofu Stir-Fry,Food - Prepared Meals,93.56,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,5,972,Adidas,blue,L,7.95
Cotton Quilted Throw Blanket,Home,218.23,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed,3,584,Puma,red,S,3.08
Spicy Thai Chili Sauce,Food - Sauces,91.54,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,3,948,Nike,blue,M,10.98
Reflective Safety Vest,Safety,223.69,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in,5,910,Adidas,blue,M,42.85
Wall Art,Home,994.58,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,2,621,Nike,green,S,26.8
Personalized Keychain,Accessories,287.87,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,4,288,Adidas,green,XL,10.43
Basmati Rice,Food - Grains,43.57,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,2,307,Puma,blue,XL,17.02
Mini Food Processor,Kitchen,430.97,praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante,3,39,Adidas,red,L,15.82
Indestructible Dog Toy,Pets,386.32,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,1,424,Adidas,blue,S,36.81
Honey Ginger Tea,Food - Beverages,864.43,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,5,895,Puma,blue,XL,35.95
Organic Tomato Ketchup,Food - Condiments,193.94,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet,2,471,Adidas,green,XL,31.95
Wireless Earbud Silicone Covers,Accessories,32.31,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec,3,861,Adidas,green,M,19.08
Infrared Thermometer,Health,824.36,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu,3,516,Adidas,blue,XL,34.09
Mayonnaise,Food - Condiments,804.2,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,1,847,Nike,blue,XL,26.45
Garlic and Herb Cream Cheese,Food - Dairy,281.65,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,1,297,Nike,blue,XL,18.37
Vegan Mayonnaise,Food - Condiments,68.88,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,1,249,Adidas,green,XL,35.47
Lemon Pepper Seasoning,Food - Seasonings,801.68,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,4,909,Puma,blue,S,46.85
Coconut Bowls Set,Kitchen,276.82,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam,3,954,Adidas,green,XL,11.8
Sturdy Bookends,Office,992.77,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,1,364,Nike,blue,M,35.84
Herb Seasoned Rice,Food - Sides,815.6,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,2,305,Adidas,red,XL,17.32
Pasta Primavera,Food - Frozen Foods,663.83,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,5,967,Nike,green,M,47.65
Yoga Mat,Fitness,777.73,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,3,616,Nike,green,S,2.05
Herb Garden Planter Box,Garden,122.45,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis,3,281,Nike,red,M,7.86
Casual Long Cardigan,Clothing - Outerwear,389.62,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,1,983,Adidas,red,S,6.77
Ergonomic Gaming Chair,Gaming,47.07,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,4,885,Adidas,green,XL,46.5
Leather Notebook Cover,Office,549.6,duis aliquam convallis nunc proin at turpis a pede posuere,2,558,Adidas,green,L,22.74
Smart LED Light Strip,Home,23.44,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,2,621,Nike,red,M,23.39
Bluetooth Headphones,Audio,13.48,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,4,405,Puma,red,M,28.37
Multi-Layer Food Steamer,Kitchen,34.62,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante,1,98,Adidas,black,M,48.08
Frozen Burritos,Food - Frozen Foods,850.39,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas,2,519,Adidas,green,L,4.85
Electric Griddle with Removable Plates,Kitchen,731.22,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,3,881,Nike,blue,M,44.68
Yoga Blocks,Fitness,161.46,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,4,154,Puma,blue,L,22.34
Garden Hose Reel,Garden,679.1,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,5,138,Nike,black,S,1.75
Savory Rice Cakes,Food - Snacks,141.76,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,3,744,Adidas,blue,M,28.41
Natural Peanut Butter,Food - Spreads,24.21,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,5,749,Nike,blue,XL,12.44
Decorative Throw Pillows,Home,910.71,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,4,686,Puma,red,M,45.59
Spiralizer,Kitchen,795.34,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,3,489,Puma,green,S,40.45
Adjustable Garden Rake,Garden,788.8,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,1,74,Puma,blue,XL,7.68
Carrot Sticks,Food - Produce,463.16,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non,3,197,Adidas,black,L,42.15
Deep Tissue Massage Gun,Health,29.89,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,5,187,Adidas,green,L,27.52
Smartphone Photography Tripod,Electronics,15.99,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,1,621,Nike,black,L,11.71
Portable Solar Charger,Electronics,790.99,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,5,683,Adidas,black,M,49.52
Car Escape Tool,Automotive,474.73,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis,1,614,Puma,green,L,47.11
Falafel Mix,Food - Baking & Cooking,90.81,morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,3,530,Nike,blue,L,25.48
Electric Stool Heater,Home,309.62,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,5,782,Puma,black,L,8.95
Home Delivery Food Journal,Health,951.47,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,4,11,Adidas,black,XL,40.15
Himalayan Salt Grinder,Food - Spices,602.24,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,5,967,Adidas,blue,L,26.34
Vegan Cheese,Food - Dairy Alternatives,915.77,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,3,362,Adidas,red,XL,2.54
Ready-to-Eat Chili,Food - Soups,606.69,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet,4,476,Adidas,blue,XL,41.83
Chocolate Raspberry Tart,Food - Bakery,364.8,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,5,323,Puma,black,S,32.65
Vegan chocolate chip cookies,Food - Bakery,478.99,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris,3,196,Adidas,black,L,10.85
Peach Mango Smoothie,Food - Beverages,868.62,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,1,530,Adidas,blue,S,42.84
Balsamic Glaze,Food - Condiments,684.75,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui,3,717,Nike,blue,M,39.78
Cinnamon Spiced Almonds,Food - Snacks,511.22,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,4,948,Puma,black,S,29.56
Air Fryer,Kitchen,228.92,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,2,815,Adidas,black,L,38.27
Non-Stick Baking Sheets,Kitchen,986.13,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,4,749,Adidas,green,XL,23.21
Portable Bluetooth Keyboard,Electronics,992.75,mauris morbi non lectus aliquam sit amet diam in magna bibendum,2,185,Adidas,black,L,39.66
Stainless Steel BBQ Grill Set,Outdoor,15.93,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,5,439,Adidas,black,L,28.56
Plant-Based Protein Bars,Health,415.64,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,3,683,Puma,red,L,10.09
Sweet Potato Chips,Food - Snacks,949.52,sit amet lobortis sapien sapien non mi integer ac neque duis,4,450,Nike,black,M,20.6
Watercolor Brush Pens,Art Supplies,146.66,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,5,694,Nike,green,S,19.95
LED Desk Lamp with USB Charging Port,Office,943.81,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,1,563,Adidas,red,M,36.65
Fitness Resistance Bands,Fitness,88.34,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,4,502,Nike,black,M,30.1
Sparkling Blood Orange Soda,Food - Beverages,499.07,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,2,415,Adidas,green,M,45.02
Arcade Game Machine,Gaming,281.13,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,4,745,Puma,black,L,2.37
Pumpkin Waffles,Food - Breakfast,401.58,est et tempus semper est quam pharetra magna ac consequat metus,1,519,Adidas,blue,XL,42.37
Sweetened Condensed Milk,Food - Baking Goods,444.96,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,4,974,Puma,green,L,34.67
Adjustable Window Blind,Home,59.47,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,2,202,Nike,red,XL,9.22
Digital Alarm Clock,Home,390.9,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,4,439,Adidas,red,S,23.85
Magnetic Spice Jars,Kitchen,109.15,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,5,375,Puma,blue,L,49.32
Casual Long Cardigan,Clothing - Outerwear,231.59,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,3,166,Adidas,red,XL,35.6
Vegan Mayonnaise,Food - Condiments,579.32,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit,4,651,Puma,black,M,12.63
Portable Speaker Stand,Audio,34.12,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,5,611,Adidas,green,S,17.72
Diced Tomatoes (canned),Food - Canned Goods,928.09,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,4,829,Nike,green,L,8.12
Protein Pancake Mix,Food - Breakfast,295.76,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper,3,947,Nike,green,S,20.41
Creamy Ranch Dressing,Food - Dressings,830.2,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,2,589,Nike,green,L,0.32
Savory Trail Mix,Food - Snacks,602.32,quisque porta volutpat erat quisque erat eros viverra eget congue,2,762,Nike,blue,XL,24.29
USB Wall Charger,Accessories,184.33,accumsan felis ut at dolor quis odio consequat varius integer ac leo,4,710,Adidas,red,S,41.5
Spaghetti Squash,Food - Produce,685.06,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec,4,890,Adidas,blue,S,2.0
Noise-Canceling Headphones,Audio,359.43,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec,1,146,Puma,green,L,14.9
Interactive Plush Toy,Toys,13.4,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor,2,718,Nike,blue,S,44.22
Wildflower Honey,Food - Condiments,789.39,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,4,361,Puma,green,L,29.13
Magnetic Curtain Tiebacks,Home,90.42,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,4,117,Puma,blue,XL,32.63
Foldable Yoga Mat,Fitness,436.1,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,5,390,Puma,red,L,43.86
Gluten-Free Pancake Mix,Food - Baking Goods,831.35,quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique,1,709,Nike,blue,XL,19.83
Portable Charcoal Grill,Outdoor,173.63,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,3,15,Puma,green,S,8.21
Cranberry Almond Granola,Food - Breakfast,654.75,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,2,426,Adidas,red,S,36.33
Travel Document Organizer,Travel,710.24,ligula suspendisse ornare consequat lectus in est risus auctor sed,4,433,Adidas,blue,S,23.34
Wi-Fi Enabled Smart Light Switch,Smart Home,826.39,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare,2,683,Adidas,blue,L,14.3
Canned Sardines,Food - Seafood,505.23,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,3,473,Puma,black,XL,29.5
Vanilla Almond Granola,Food - Breakfast,968.76,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,5,862,Nike,green,S,10.63
Coconut Cream Pie,Food - Bakery,112.91,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,3,303,Puma,black,S,31.41
Electric Air Pump,Outdoor,371.39,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,5,329,Adidas,blue,M,36.69
Chic Ankle Strap Heels,Clothing - Shoes,412.88,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,4,479,Adidas,green,XL,34.57
Blue Denim Jeans,Clothing - Bottoms,865.25,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,5,729,Nike,red,M,31.31
Pet Training Clicker,Pets,221.57,cras mi pede malesuada in imperdiet et commodo vulputate justo,2,642,Adidas,red,L,13.05
Cranberry Almond Granola,Food - Breakfast,852.22,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis,4,575,Nike,black,L,4.48
Eco-Friendly Beeswax Wraps,Kitchen,474.85,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis,5,786,Puma,blue,M,32.8
Pesto Genovese,Food - Condiments,254.59,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,2,633,Adidas,red,XL,10.67
Travel Sewing Kit,Travel,741.01,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,4,903,Adidas,blue,M,15.02
Phone Case,Accessories,965.39,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,4,322,Adidas,black,L,23.82
Ice Cream,Food - Frozen Foods,744.85,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,2,227,Nike,black,XL,28.8
Cucumber Lime Sparkling Water,Food - Beverages,100.1,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,3,464,Puma,red,M,27.44
Salsa,Food - Condiments,296.64,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis,4,647,Nike,green,XL,17.98
Fitness Tracker with Heart Rate Monitor,Fitness,125.41,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,4,704,Puma,red,M,33.18
Vegetable Fried Rice,Food - Frozen Foods,116.73,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut,5,131,Nike,black,M,27.14
Sporty Cap,Clothing - Accessories,597.05,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac,3,501,Nike,black,S,39.44
Pepper Jack Cheese Slices,Food - Dairy,445.68,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,5,790,Nike,black,L,23.2
Kids' Educational Tablet,Electronics,77.9,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,2,800,Puma,red,M,17.93
Chili Powder,Food - Spices,724.97,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui,3,600,Nike,black,S,32.83
Brazil Nuts,Food - Nuts,744.69,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh,2,751,Nike,red,M,9.99
Electric Screwdriver,Tools,380.01,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,2,156,Nike,red,M,27.83
Yoga Mat Carrier,Fitness,333.1,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,1,299,Nike,black,L,44.21
Graphic Print Leggings,Clothing - Activewear,95.95,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,5,132,Puma,black,XL,6.38
Pineapple Coconut Bars,Food - Snacks,961.03,vestibulum ante ipsum primis in faucibus orci luctus et ultrices,5,916,Nike,black,M,42.67
